epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.5841,3.01145,4.70965,2.15394,0,0,0,0,3.24086,4.38334,2.29873,2.858e-05,2.858e-05,2.858e-05
